Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0,Team,Playing Time
Joel Ward,eng ENG,"DF,MF",35-003,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Crystal-Palace,
Squad Total,,,26.4,9.0,99,810.0,9.0,5.0,3.0,8.0,4.0,1.0,1.0,22.0,0.0,9.9,9.1,7.6,16.6,131.0,345.0,341.0,0.56,0.33,0.89,0.44,0.78,1.1,0.84,1.94,1.01,1.85,,Crystal-Palace,
Opponent Total,,,26.7,9.0,99,810.0,9.0,11.0,7.0,18.0,11.0,0.0,0.0,21.0,0.0,12.8,12.8,9.9,22.7,157.0,366.0,362.0,1.22,0.78,2.0,1.22,2.0,1.42,1.1,2.52,1.42,2.52,,Crystal-Palace,
Leif Davis,eng ENG,DF,24-294,9.0,9,810.0,9.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,1.7,2.1,15.0,22.0,39.0,0.0,0.22,0.22,0.0,0.22,0.05,0.19,0.24,0.05,0.24,Matches,Ipswich-Town,
Arijanet Muric,xk KVX,GK,25-360,8.0,8,720.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Ipswich-Town,
Sam Morsy,eg EGY,MF,33-052,8.0,8,713.0,7.9,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.2,0.2,0.2,0.4,4.0,42.0,3.0,0.13,0.0,0.13,0.13,0.13,0.03,0.02,0.05,0.03,0.05,Matches,Ipswich-Town,
Omari Hutchinson,eng ENG,"MF,FW",21-002,8.0,8,704.0,7.8,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.5,0.5,0.9,1.4,23.0,22.0,43.0,0.0,0.13,0.13,0.0,0.13,0.06,0.12,0.18,0.06,0.18,Matches,Ipswich-Town,
Liam Delap,eng ENG,FW,21-267,9.0,8,632.0,7.0,5.0,0.0,5.0,5.0,0.0,0.0,2.0,0.0,1.5,1.5,0.3,1.8,15.0,4.0,31.0,0.71,0.0,0.71,0.71,0.71,0.22,0.05,0.26,0.22,0.26,Matches,Ipswich-Town,
Jacob Greaves,eng ENG,DF,24-050,7.0,7,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.0,0.4,1.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches,Ipswich-Town,
Dara O'Shea,ie IRL,DF,25-242,6.0,6,512.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.0,0.3,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches,Ipswich-Town,
Axel Tuanzebe,cd COD,DF,26-353,6.0,6,512.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.2,0.4,3.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.07,0.03,0.07,Matches,Ipswich-Town,
Kalvin Phillips,eng ENG,MF,28-335,6.0,6,461.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.1,0.3,3.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.05,0.04,0.05,Matches,Ipswich-Town,
Wes Burns,wls WAL,FW,29-344,7.0,5,399.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,1.0,1.2,15.0,2.0,36.0,0.0,0.0,0.0,0.0,0.0,0.05,0.22,0.27,0.05,0.27,Matches,Ipswich-Town,
Sammie Szmodics,ie IRL,"FW,MF",29-038,9.0,5,397.0,4.4,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.7,1.7,0.1,1.9,6.0,10.0,24.0,0.45,0.0,0.45,0.45,0.45,0.39,0.03,0.42,0.39,0.42,Matches,Ipswich-Town,
Luke Woolfenden,eng ENG,DF,26-011,5.0,4,378.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,Ipswich-Town,
Jack Clarke,eng ENG,FW,23-344,7.0,3,321.0,3.6,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.8,1.3,5.0,8.0,17.0,0.0,0.28,0.28,0.0,0.28,0.15,0.22,0.37,0.15,0.37,Matches,Ipswich-Town,
Chiedozie Ogbene,ie IRL,FW,27-184,5.0,3,238.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,7.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches,Ipswich-Town,
Ben Johnson,eng ENG,DF,24-282,4.0,2,223.0,2.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,4.0,9.0,4.0,0.0,0.4,0.4,0.0,0.4,0.0,0.12,0.12,0.0,0.12,Matches,Ipswich-Town,
Conor Chaplin,eng ENG,"MF,FW",27-259,8.0,2,201.0,2.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.5,2.0,9.0,8.0,0.0,0.45,0.45,0.0,0.45,0.07,0.17,0.24,0.07,0.24,Matches,Ipswich-Town,
Cameron Burgess,au AUS,DF,29-011,2.0,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.2,1.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.08,0.06,0.08,Matches,Ipswich-Town,
Jens Cajuste,se SWE,MF,25-083,3.0,2,169.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05,Matches,Ipswich-Town,
Massimo Luongo,au AUS,MF,32-037,4.0,2,142.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Ipswich-Town,
George Hirst,eng ENG,FW,25-260,6.0,1,143.0,1.6,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,0.3,1.0,2.0,7.0,12.0,0.63,0.63,1.26,0.63,1.26,0.48,0.16,0.65,0.48,0.65,Matches,Ipswich-Town,
Harry Clarke,eng ENG,DF,23-244,2.0,1,96.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Ipswich-Town,
Christian Walton,eng ENG,GK,28-358,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Ipswich-Town,
Jack Taylor,ie IRL,MF,26-131,6.0,0,134.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.0,0.3,2.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.2,Matches,Ipswich-Town,
Marcus Harness,eng ENG,MF,28-251,2.0,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Ipswich-Town,
Ali Al Hamadi,iq IRQ,FW,22-245,3.0,0,35.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.12,Matches,Ipswich-Town,
George Edmundson,eng ENG,DF,27-062,1.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Ipswich-Town,
Conor Townsend,eng ENG,MF,31-242,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.6,0.0,1.6,Matches,Ipswich-Town,
Nathan Broadhead,wls WAL,"FW,MF",26-210,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Ipswich-Town,
Cieran Slicker,sct SCO,GK,22-047,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Ipswich-Town,
Squad Total,,,26.3,9.0,99,810.0,9.0,9.0,7.0,16.0,9.0,0.0,0.0,24.0,1.0,7.5,7.5,6.5,14.0,117.0,250.0,247.0,1.0,0.78,1.78,1.0,1.78,0.83,0.72,1.56,0.83,1.56,,Ipswich-Town,
Opponent Total,,,27.3,9.0,99,810.0,9.0,20.0,11.0,31.0,18.0,2.0,2.0,16.0,0.0,21.1,19.5,14.9,34.5,186.0,376.0,373.0,2.22,1.22,3.44,2.0,3.22,2.34,1.66,4.0,2.17,3.83,,Ipswich-Town,
Mario Lemina,ga GAB,MF,31-061,9.0,9,764.0,8.5,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.3,1.3,3.0,23.0,13.0,0.12,0.12,0.24,0.12,0.24,0.12,0.03,0.15,0.12,0.15,Matches,Wolverhampton-Wanderers,
João Gomes,br BRA,MF,23-263,9.0,9,747.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,0.1,0.3,15.0,33.0,13.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.04,0.02,0.04,Matches,Wolverhampton-Wanderers,
Rayan Aït-Nouri,dz ALG,DF,23-148,9.0,9,743.0,8.3,3.0,2.0,5.0,3.0,0.0,0.0,4.0,0.0,1.0,1.0,1.0,2.1,15.0,31.0,31.0,0.36,0.24,0.61,0.36,0.61,0.13,0.12,0.25,0.13,0.25,Matches,Wolverhampton-Wanderers,
Jørgen Strand Larsen,no NOR,FW,24-269,9.0,9,732.0,8.1,3.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,1.9,1.9,0.8,2.7,3.0,6.0,19.0,0.37,0.12,0.49,0.37,0.49,0.23,0.1,0.33,0.23,0.33,Matches,Wolverhampton-Wanderers,
Matheus Cunha,br BRA,"MF,FW",25-158,9.0,8,707.0,7.9,4.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,2.2,2.2,1.8,4.0,29.0,27.0,48.0,0.51,0.0,0.51,0.51,0.51,0.28,0.23,0.51,0.28,0.51,Matches,Wolverhampton-Wanderers,
Nélson Semedo,pt POR,DF,30-351,7.0,7,600.0,6.7,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.3,0.3,1.0,1.3,12.0,16.0,15.0,0.0,0.3,0.3,0.0,0.3,0.05,0.15,0.19,0.05,0.19,Matches,Wolverhampton-Wanderers,
Toti Gomes,pt POR,DF,25-290,7.0,7,585.0,6.5,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.5,0.5,4.0,11.0,2.0,0.0,0.15,0.15,0.0,0.15,0.0,0.08,0.08,0.0,0.08,Matches,Wolverhampton-Wanderers,
Craig Dawson,eng ENG,DF,34-179,8.0,6,571.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.0,0.5,4.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.07,0.01,0.08,0.07,0.08,Matches,Wolverhampton-Wanderers,
Jean-Ricner Bellegarde,fr FRA,"MF,FW",26-127,8.0,6,403.0,4.5,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.3,0.3,0.3,0.6,13.0,5.0,21.0,0.22,0.22,0.45,0.22,0.45,0.07,0.06,0.13,0.07,0.13,Matches,Wolverhampton-Wanderers,
Sam Johnstone,eng ENG,GK,31-221,5.0,5,450.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,Wolverhampton-Wanderers,
Yerson Mosquera,co COL,DF,23-183,5.0,5,441.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.1,0.4,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.09,0.07,0.09,Matches,Wolverhampton-Wanderers,
André,br BRA,MF,23-108,7.0,5,363.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.1,0.2,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.05,0.02,0.05,Matches,Wolverhampton-Wanderers,
José Sá,pt POR,GK,31-289,4.0,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,Wolverhampton-Wanderers,
Santiago Bueno,uy URU,DF,25-358,4.0,3,265.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,Matches,Wolverhampton-Wanderers,
Hwang Hee-chan,kr KOR,"FW,MF",28-280,6.0,2,256.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,5.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches,Wolverhampton-Wanderers,
Matt Doherty,ie IRL,DF,32-290,4.0,2,210.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,1.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.1,0.03,0.1,Matches,Wolverhampton-Wanderers,
Tommy Doyle,eng ENG,MF,23-015,7.0,1,204.0,2.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.4,1.0,20.0,2.0,0.0,0.44,0.44,0.0,0.44,0.12,0.04,0.16,0.12,0.16,Matches,Wolverhampton-Wanderers,
Carlos Forbs,pt POR,"MF,FW",20-227,5.0,1,179.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.0,0.1,8.0,7.0,21.0,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.07,0.05,0.07,Matches,Wolverhampton-Wanderers,
Rodrigo Gomes,pt POR,"FW,MF",21-117,4.0,1,118.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,6.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches,Wolverhampton-Wanderers,
Gonçalo Guedes,pt POR,"FW,MF",27-338,6.0,0,82.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,2.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.04,0.12,0.16,0.04,0.16,Matches,Wolverhampton-Wanderers,
Pablo Sarabia,es ESP,"MF,FW",32-174,3.0,0,75.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.4,0.5,3.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.11,0.52,0.63,0.11,0.63,Matches,Wolverhampton-Wanderers,
Daniel Podence,pt POR,"MF,FW",29-011,2.0,0,48.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,Matches,Wolverhampton-Wanderers,
Chiquinho,pt POR,MF,24-270,1.0,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.42,0.0,0.42,Matches,Wolverhampton-Wanderers,
Daniel Bentley,eng ENG,GK,31-111,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Wolverhampton-Wanderers,
Pedro Lima,br BRA,DF,18-123,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Wolverhampton-Wanderers,
Alfie Pond,eng ENG,DF,20-245,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Wolverhampton-Wanderers,
Boubacar Traoré,ml MLI,MF,23-073,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Wolverhampton-Wanderers,
Squad Total,,,27.1,9.0,99,810.0,9.0,12.0,9.0,21.0,12.0,0.0,0.0,29.0,0.0,8.7,8.7,7.1,15.8,125.0,234.0,232.0,1.33,1.0,2.33,1.33,2.33,0.97,0.78,1.75,0.97,1.75,,Wolverhampton-Wanderers,
Opponent Total,,,26.4,9.0,99,810.0,9.0,25.0,21.0,46.0,23.0,2.0,2.0,23.0,0.0,16.7,15.2,12.6,27.8,241.0,451.0,448.0,2.78,2.33,5.11,2.56,4.89,1.86,1.4,3.26,1.68,3.08,,Wolverhampton-Wanderers,
Flynn Downes,eng ENG,MF,25-286,9.0,9,806.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.5,0.5,0.8,1.3,12.0,36.0,16.0,0.0,0.0,0.0,0.0,0.0,0.05,0.09,0.14,0.05,0.14,Matches,Southampton,
Jan Bednarek,pl POL,DF,28-203,9.0,9,800.0,8.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.4,0.4,2.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05,Matches,Southampton,
Taylor Harwood-Bellis,eng ENG,DF,22-276,9.0,8,680.0,7.6,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.7,0.7,0.4,1.1,3.0,23.0,3.0,0.13,0.0,0.13,0.13,0.13,0.09,0.05,0.14,0.09,0.14,Matches,Southampton,
Yukinari Sugawara,jp JPN,DF,24-126,8.0,8,625.0,6.9,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.3,0.3,1.4,1.7,10.0,33.0,24.0,0.14,0.0,0.14,0.14,0.14,0.04,0.2,0.24,0.04,0.24,Matches,Southampton,
Aaron Ramsdale,eng ENG,GK,26-171,7.0,7,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Southampton,
Kyle Walker-Peters,eng ENG,DF,27-202,7.0,7,620.0,6.9,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.7,0.9,30.0,34.0,16.0,0.0,0.15,0.15,0.0,0.15,0.03,0.1,0.13,0.03,0.13,Matches,Southampton,
Mateus Fernandes,pt POR,MF,20-114,8.0,6,528.0,5.9,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.8,1.3,16.0,25.0,20.0,0.0,0.17,0.17,0.0,0.17,0.08,0.14,0.22,0.08,0.22,Matches,Southampton,
Tyler Dibling,eng ENG,"FW,MF",18-234,9.0,6,493.0,5.5,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.9,0.9,0.8,1.7,25.0,19.0,34.0,0.18,0.0,0.18,0.18,0.18,0.17,0.14,0.31,0.17,0.31,Matches,Southampton,
Joe Aribo,ng NGA,MF,28-103,8.0,5,482.0,5.4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.2,1.2,0.7,1.9,16.0,22.0,26.0,0.19,0.0,0.19,0.19,0.19,0.23,0.12,0.35,0.23,0.35,Matches,Southampton,
Jack Stephens,eng ENG,DF,30-279,5.0,5,438.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2,0.2,0.1,0.4,6.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.07,0.05,0.07,Matches,Southampton,
Cameron Archer,eng ENG,FW,23-103,9.0,4,437.0,4.9,2.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,3.5,2.7,0.0,2.7,7.0,3.0,19.0,0.41,0.0,0.41,0.41,0.41,0.72,0.0,0.72,0.55,0.55,Matches,Southampton,
Ben Brereton,cl CHI,FW,25-197,6.0,4,389.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8,0.8,0.1,0.9,11.0,8.0,36.0,0.0,0.0,0.0,0.0,0.0,0.18,0.02,0.2,0.18,0.2,Matches,Southampton,
Adam Armstrong,eng ENG,"FW,MF",27-265,6.0,3,276.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.9,0.9,0.1,1.0,9.0,7.0,21.0,0.0,0.0,0.0,0.0,0.0,0.28,0.04,0.32,0.28,0.32,Matches,Southampton,
William Smallbone,ie IRL,MF,24-254,4.0,3,241.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.6,2.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.23,0.11,0.23,Matches,Southampton,
Ryan Manning,ie IRL,"DF,FW",28-140,3.0,3,226.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.2,0.3,2.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.02,0.09,0.12,0.02,0.12,Matches,Southampton,
Charlie Taylor,eng ENG,DF,31-044,5.0,2,209.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,2.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches,Southampton,
Alex McCarthy,eng ENG,GK,34-334,2.0,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Southampton,
Adam Lallana,eng ENG,MF,36-175,5.0,2,175.0,1.9,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.8,1.0,3.0,11.0,3.0,0.0,1.03,1.03,0.0,1.03,0.09,0.41,0.5,0.09,0.5,Matches,Southampton,
Ryan Fraser,sct SCO,FW,30-251,4.0,2,141.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.1,4.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.07,0.02,0.07,Matches,Southampton,
Lesley Ugochukwu,fr FRA,MF,20-220,3.0,2,140.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.4,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.14,0.12,0.26,0.14,0.26,Matches,Southampton,
Ross Stewart,sct SCO,"FW,MF",28-113,4.0,1,132.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,Matches,Southampton,
Maxwel Cornet,ci CIV,FW,28-035,2.0,1,72.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.2,Matches,Southampton,
Samuel Edozie,eng ENG,"DF,FW",21-278,2.0,0,65.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,6.0,4.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.14,Matches,Southampton,
Paul Onuachu,ng NGA,FW,30-157,3.0,0,44.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.12,0.04,0.16,0.12,0.16,Matches,Southampton,
Kamaldeen Sulemana,gh GHA,"FW,MF",22-260,2.0,0,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,Matches,Southampton,
James Bree,eng ENG,DF,27-021,1.0,0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.07,Matches,Southampton,
Carlos Alcaraz,ar ARG,MF,21-337,1.0,0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,4.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.62,0.86,1.48,0.62,1.48,Matches,Southampton,
Samuel Amo-Ameyaw,eng ENG,DF,18-106,1.0,0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.18,0.62,0.8,0.18,0.8,Matches,Southampton,
Joe Lumley,eng ENG,GK,29-260,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Southampton,
Nathan Wood-Gordon,eng ENG,DF,22-154,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Southampton,
Squad Total,,,26.0,9.0,99,810.0,9.0,6.0,4.0,10.0,6.0,0.0,1.0,29.0,2.0,10.5,9.7,8.1,17.8,176.0,300.0,297.0,0.67,0.44,1.11,0.67,1.11,1.17,0.9,2.07,1.08,1.98,,Southampton,
Opponent Total,,,26.4,9.0,99,810.0,9.0,19.0,13.0,32.0,18.0,1.0,1.0,21.0,1.0,19.6,19.0,16.5,35.5,196.0,387.0,384.0,2.11,1.44,3.56,2.0,3.44,2.18,1.83,4.02,2.11,3.94,,Southampton,
